,source,author,title,description,url,urlToImage,publishedAt,content
69,"{'id': None, 'name': 'Forbes'}","Jill Griffin, Contributor, 
 Jill Griffin, Contributor
 https://www.forbes.com/sites/jillgriffin/",How This Digital Entrepreneur Leveraged The Pandemic’s “Silver Lining”,The remote workplace became the aspirin that solved the business and government continuity issues for millions of businesses around the world.,https://www.forbes.com/sites/jillgriffin/2021/08/17/how-this-digital-entrepreneur-leveraged-the-pandemics-silver-lining/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F611c10c2ae36f5a447f23aeb%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D1901%26cropY1%3D9%26cropY2%3D1079,2021-08-17T19:46:17Z,"Silvina Moschini, President and Founder of Transparent Business, and CEO and Founder of SheWorks! 
S. Moschini
Silvina Moschini is the first Latin American woman to lead a company that achieved uni… [+7814 chars]"
70,"{'id': None, 'name': 'Windows Central'}",Zachary Boddy,A new Saints Row game may appear at Gamescom Opening Night Live,"A new Saints Row game could finally be on the way

What you need to know


The Saints Row franchise is full of quirky, chaotic, and dark open-world adventure games.
However, the series has fallen in popularity in recent years, with no all-new entries since 20…",https://www.windowscentral.com/saints-row-game-tease-gamescom-2021,https://www.windowscentral.com/sites/wpcentral.com/files/styles/large/public/field/image/2021/05/saints-row-the-third-remastered-screenshot-07.jpg,2021-08-20T18:44:34Z,"After the disappointing release of Saints Row IV, the chaotic and humorous Saints Row franchise has languished without a single new game. Saints Row: The Third Remastered was an excellent revival of … [+1567 chars]"
71,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","Here's an Official Look at the Nike Air Force 1 '07 LX ""Turtle""","Following the ""Milky Stork"" AF1 inspired by the Japanese crane, Nike has revealed another animal-inspired Air Force 1 '07 LX.The Nike Air Force 1 ""Turtle"" features dark olive tumbled leather uppers and khaki suede overlays on the Nike Swoosh and heel tab. Gol…",https://hypebeast.com/2021/8/nike-air-force-1-07-lx-turtle-da8482-200-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fnike-air-force-1-07-lx-turtle-da8482-200-release-info-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-20T10:52:24Z,"Following the “Milky Stork” AF1 inspired by the Japanese crane, Nike 
has revealed another animal-inspired Air Force 1 ‘07 LX.
The Nike Air Force 1 “Turtle” features dark olive tumbled leather uppe… [+538 chars]"
72,"{'id': None, 'name': 'Autoblog'}",Ronan Glon,Bentley hits two milestones nearly a century apart at the same time,"Filed under:
 Design/Style,Bentley,Convertible,Luxury,Performance
 Continue reading Bentley hits two milestones nearly a century apart at the same time
Bentley hits two milestones nearly a century apart at the same time originally appeared on Autoblog on Fri,…",https://www.autoblog.com/2021/08/20/bentley-bacalar-1929-blower-first-examples-photos-details/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2021/08/20093243/bentley-mulliner-first-bacalar-blower-11.jpg,2021-08-20T13:25:00Z,"Bentley's Mulliner division completed two customer cars that couldn't be more different. It finished the first Bacalar, a futuristic-looking roadster related to the Continental GT, and it wrapped up … [+2302 chars]"
73,"{'id': None, 'name': 'BuzzFeed News'}",Margaret Kingsbury,15 Science Fiction And Fantasy Film And TV Adaptations To Look Forward To,"From the highly anticipated Warner Bros. adaptation of Dune to Octavia Butler's Kindred, here are 15 TV shows or movies out this fall and winter you'll want to watch.View Entire Post ›",https://www.buzzfeednews.com/article/margaretkingsbury/science-fiction-fantasy-adaptations-dune-lord-of-the-rings,https://img.buzzfeed.com/buzzfeed-static/static/2021-08/17/16/campaign_images/504786404c05/15-science-fiction-and-fantasy-screen-adaptations-2-6732-1629218350-0_dblbig.jpg?resize=1200:*,2021-08-17T16:51:12Z,"What its about: Originally published as short stories in 1942, the series by famed science fiction author Isaac Asimov then turned into a trilogy of novels set in planets across the galaxy all ruled … [+11491 chars]"
74,"{'id': None, 'name': 'Android Community'}",Ida Torres,Fitbit brings designer accessories to Sense and Versa 3 smartwatches,Some people are satisfied with the wristbands that come with their wearables while some would prefer to have the option to change them every once in a while. Fitbit has partnered with various brands to bring designer accessories to their wearables and smartwa…,https://androidcommunity.com/fitbit-brings-designer-accessories-to-sense-and-versa-3-smartwatches-20210817/,https://cdn.androidcommunity.com/wp-content/uploads/2021/08/hero-2.max-1000x1000-1.jpg,2021-08-17T14:41:11Z,Some people are satisfied with the wristbands that come with their wearables while some would prefer to have the option to change them every once in a while. Fitbit has partnered with various brands … [+2128 chars]
75,"{'id': None, 'name': 'The Indian Express'}",ENS Economic Bureau,"Kumar Mangalam Birla: ‘Uncertainty not gone, yet there are more silver linings today’","In FY22, the economy is projected to grow at a little below 10 per cent. Vaccination is picking up pace, which would improve India’s resilience against a potential third wave, Aditya birla Group chairman Kumar Mangalam Birla said.",https://indianexpress.com/article/business/kumar-mangalam-birla-uncertainty-not-gone-yet-there-are-more-silver-linings-today-7460439/,https://images.indianexpress.com/2021/08/ch1057739.jpg,2021-08-18T22:00:33Z,"The economy is rapidly normalising towards pre-pandemic activity levels even as uncertainty exists about coronavirus mutations and repeated infection waves, Aditya birla Group chairman Kumar Mangalam… [+1794 chars]"
76,"{'id': None, 'name': 'Brooklyn Vegan'}",Bill Pearis,"Silver Synthetic touring this fall, including Levitation, Gonerfest & more","Silver Synthetic, the New Orleans psych-pop band featuring members of Bottomfeeders and JEFF The Brotherhood, released their excellent self-titled debut album earlier this year via Third Man.
Continue reading…",https://www.brooklynvegan.com/silver-synthetic-touring-this-fall-including-levitation-gonerfest-more/,https://townsquare.media/site/838/files/2021/08/attachment-silver-synthetic.jpeg?w=1200&h=0&zc=1&s=0&a=t&q=89,2021-08-17T18:22:16Z,"Silver Synthetic, the New Orleans band featuring members of Bottomfeeders and JEFF The Brotherhood, released their excellent self-titled debut album earlier this year via Third Man. It's loaded with … [+1504 chars]"
77,"{'id': None, 'name': 'The Indian Express'}",PTI,"Silver for Ravinder; Yash, Patil; Anirudh grabs bronze; Biapasha moves into final","Making full use of repechage route, Yash (74kg), Pruthvi Babasehb Patil (92kg) and Anirudh (125kg) grabbed bronze medals as India finished their men's free style campaign with six medals.",https://indianexpress.com/article/sports/sport-others/silver-for-ravinder-yash-patil-anirudh-grabs-bronze-biapasha-moves-into-final-7460306/,https://images.indianexpress.com/2021/08/Screenshot-2021-08-18T215006.046.png,2021-08-18T16:31:18Z,Ravinder settled for a silver medal after being outwitted by his Iranian opponent but Bipasha emerged a surprise finalist in the women’s 76kg to keep India’s gold medal hopes alive at the junior worl… [+2565 chars]
78,"{'id': None, 'name': 'Forbes'}","Michael LoRé, Contributor, 
 Michael LoRé, Contributor
 https://www.forbes.com/sites/michaellore/","Tatyana McFadden Talks 2020 Paralympics, Mental Health And Overcoming A Career-Threatening Condition",The world’s best female wheelchair racer of all-time won four gold medals and two silver at the 2016 Rio Olympics.,https://www.forbes.com/sites/michaellore/2021/08/19/tatyana-mcfadden-talks-2020-paralympics-mental-health-and-overcoming-a-career-threatening-condition/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F611d79e5122bb3e06716ca62%2F0x0.jpg,2021-08-19T12:00:00Z,"Tatyana McFadden won six medals (four gold, two silver) at the 2016 Paralympics in Rio. (Photo by ... [+] Friedemann Vogel/Getty Images)
Getty Images
Coming off her greatest performance at the 2016… [+5586 chars]"
79,"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Christine McKee),"Deals: 24-inch iMac on sale from $1,219, every config discounted","Back-to-school iMac deals continue to drive down prices, and the latest 24-inch M1 iMac is no exception. Pick up the standard model for $1,219 — or save up to $130 on every upgraded config — with exclusive promo code savings in addition to a discount on Apple…",https://appleinsider.com/articles/21/08/18/deals-24-inch-imac-on-sale-from-1219-every-config-discounted,https://photos5.appleinsider.com/gallery/43846-85286-24-inch-imac-sale-xl.jpg,2021-08-18T16:35:44Z,"Back-to-school iMac deals continue to drive down prices, and the latest 24-inch M1 iMac is no exception. Pick up the standard model for $1,219 — or save up to $130 on every upgraded config — with exc… [+1753 chars]"
80,"{'id': None, 'name': 'Visual.ly'}",elegant4you0,925 Sterling Silver Rings,Celebrate your Golden memories with 925 sterling silver rings...Elegant4u is presenting 925 sterling silver rings in different designs to make your co,https://visual.ly/community/Infographics/business/925-sterling-silver-rings,https://thumbnails-visually.netdna-ssl.com/925-sterling-silver-rings_611b49a780d5b_w250_h250.jpg,2021-08-17T05:31:19Z,Elegant4you Hello pretty ladies! A shining smile wants shining jewelry to magnify your beauty. You're gonna love our collection. Buy from our shiny collection today. Visit our online store at Elegant… [+269 chars]
81,"{'id': None, 'name': 'The Guardian'}",Paul Campbell,"Sports quiz of the week: Premier League, Paralympics and Pacquiao",Who cost a fortune? Who gave away the prize? Who left it late?Maria Andrejczyk won a silver medal in the javelin at the Olympics in Tokyo. What has she done with her medal?She melted it down and turned it into a wedding ringShe had it plated with gold as she …,https://amp.theguardian.com/sport/2021/aug/20/sports-quiz-week-romelu-lukaku-paralympics-manny-pacquiao-football,https://i.guim.co.uk/img/media/631e5500c9e1313cb6620ec749a5391b4bbf9556/0_165_4406_2644/master/4406.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=e5f3a67194b54451c86cde1df6ecbcf4,2021-08-20T14:17:42Z,Who cost a fortune? Who gave away the prize? Who left it late?
82,"{'id': None, 'name': 'Android Central'}",Chris Wedel,Is the Samsung Galaxy Watch 4 Classic worth upgrading your Galaxy Watch 3,"The new king

Samsung Galaxy Watch 4 Classic



From $350 at Amazon
From $350 at Best Buy
From $350 at Walmart

Pros


Runs the new Wear OS 3
Advanced 3-in-1 health sensor
Faster performance
More memory and storage
Longer software support
Improved display res…",https://www.androidcentral.com/samsung-galaxy-watch-4-classic-vs-galaxy-watch-3,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2021/08/samsung-galaxy-watch-4-classic-hands-on-2.jpg,2021-08-20T14:00:02Z,"Samsung has taken all of the features that made its previous generation of smartwatches great and made them even better with the Galaxy Watch 4 Classic. With improved performance, battery life, new a… [+8607 chars]"
83,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","MoMA Design Store's Fall-Ready ""Team MoMa"" Collection Just Launched","MoMa Design Store has been semi-active this Summer with product initiatives as it's aligned with MEDICOM TOY for a ""Starry Night"" BE@RBRICK team-up and linked with PANGAIA and Takashi Murakami for a collaborative apparel. And as the warm weather season starts…",https://hypebeast.com/2021/8/moma-design-store-champion-crewnecks-hoodies-beanies-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fmoma-design-store-champion-crewnecks-hoodies-beanies-release-info-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-18T22:07:37Z,MoMa Design Store has been semi-active this Summer with product initiatives as it’s aligned with MEDICOM TOY for a “Starry Night” BE@RBRICK team-up and linked with PANGAIA and Takashi Murakami for a … [+1313 chars]
84,"{'id': None, 'name': 'Jalopnik'}",Mercedes Streeter,"Check Out This Huge Battery Power Bank That Can Replace Your Smelly, Loud Generator","Over the past few weeks we’ve looked at the humble digital caliper, a tool that makes measuring easy, if not fun; a vacuum purge and refill kit that helps ensure your cooling system is properly serviced; and a crowfoot wrench, a tool that allows you to turn a…",https://jalopnik.com/check-out-this-huge-battery-power-bank-that-can-replace-1847529428,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/796b55c1220c4fbc00b39ae90f67e099.png",2021-08-20T22:45:00Z,"Over the past few weeks weve looked at the humble digital caliper, a tool that makes measuring easy, if not fun; a vacuum purge and refill kit that helps ensure your cooling system is properly servic… [+3314 chars]"
85,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","Our Legacy Decks the Camion Mule in ""Caramel Hair on Hide""","Our Legacy outdid itself for Fall 2021, taking staples and traditional pieces to entirely new heights by utilizing materials, construction, and prints, and now some of the season's greatest footwear has dropped online -- notably, the Camion Mule in ""Caramel H…",https://hypebeast.com/2021/8/our-legacy-camion-mule-caramel-hair-hide-leather-luxury-minimal-release-information-fall-2021,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Four-legacy-camion-mule-caramel-hair-hide-leather-luxury-minimal-release-information-fall-2021-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-19T11:40:55Z,"Our Legacy outdid itself for Fall 2021, taking staples and traditional pieces to entirely new heights by utilizing materials, construction, and prints, and now some of the season’s greatest footwear … [+1092 chars]"
86,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Belgium stabbing suspect won’t be charged over unborn baby’s death,"A man in Belgium is charged with allegedly stabbing his partner, but not her unborn baby's death.",https://www.bbc.co.uk/news/world-europe-58268825,https://ichef.bbci.co.uk/news/1024/branded_news/4260/production/_120029961_gettyimages-78514429-594x594.jpg,2021-08-19T13:52:28Z,"By Joshua NevettBBC News
image captionProsecutors say the man stabbed his pregnant partner several times after an argument
A man who allegedly stabbed his nine months pregnant partner has been arre… [+3154 chars]"
87,"{'id': None, 'name': 'Yanko Design'}",Shawn McNulty-Kowal,Japanese Zen Gardens + Art Deco are the inspiration behind this furniture and tableware collection!,Japanese Zen Gardens + Art Deco are the inspiration behind this furniture and tableware collection!Architect André Fu’s new Art Deco Collection features handcrafted homeware and furnishings inspired by ornate Art Deco silhouettes and the serenity of tradition…,https://www.yankodesign.com/2021/08/19/japanese-zen-gardens-art-deco-are-the-inspiration-behind-this-furniture-and-tableware-collection/,https://www.yankodesign.com/images/design_news/2021/08/auto-draft/10_artdecogarden_andrefu_artdecointerior.jpg,2021-08-19T16:31:12Z,"Architect André Fu’s new Art Deco Collection features handcrafted homeware and furnishings inspired by ornate Art Deco silhouettes and the serenity of traditional Japanese Zen Gardens.
Inspired by t… [+2270 chars]"
88,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","ASICS' GEL-1130 Arrives in ""Pure Gold"" and ""Polar Shade""","ASICS' GEL-1130 is a homage to the brand's GEL-1000 running series, and was recently given an extra push due to its involvement in Kiko Kostadinov Studio's in-line set of lifestyle releases. Now, the GEL-1130 is back — sans the touch of Kiko's design crew — w…",https://hypebeast.com/2021/8/asics-gel-1130-pure-gold-polar-shade-1201a256-103-104-release-date,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fasics-gel-1130-pure-gold-polar-shade-1201a256-103-104-release-date-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-20T17:40:57Z,"ASICS
‘ GEL-1130 is a homage to the brand’s GEL-1000 running series, and was recently given an extra push due to its involvement in Kiko Kostadinov Studio’s in-line set of lifestyle releases. Now, t… [+997 chars]"
89,"{'id': None, 'name': 'Brainpickings.org'}",Maria Popova,Recovering the Wonder of Flight: “Little Prince” Author Antoine de Saint-Exupéry on Finding the Miraculous in the Mechanical,"""In anything at all, perfection is finally attained not when there is no longer anything to add, but when there is no longer anything to take away, when a body has been stripped down to its nakedness.""",https://www.brainpickings.org/2021/08/19/saint-exupery-wind-sand-stars-airplane/,https://i2.wp.com/www.brainpickings.org/wp-content/uploads/2014/05/pilotlittleprince.jpg?fit=560%2C294&ssl=1,2021-08-19T22:49:31Z,"I am sitting on an airplane, uneasy and grateful amid the sea of masks. 
I am sitting on an airplane — this silver triumph of physics and imagination centuries in the dreaming — watching the cotton-… [+4322 chars]"
90,"{'id': None, 'name': 'Brooklyn Vegan'}",BrooklynVegan Staff,"Tour news: Preservation Hall Jazz Band, SAINt JHN, Bush / Stone Temple Pilots, more","Plus: Move / Buggin / Zulu , Valley of the Vapors Fest lineup, Korn, Robert Glasper, Circuit Des Yeux, Silver Synthetic, and more tour and festival news.
Continue reading…",https://www.brooklynvegan.com/tour-news-preservation-hall-jazz-band-saint-jhn-bush-stone-temple-pilots-more/,https://townsquare.media/site/838/files/2021/08/attachment-preservation-hall-jazz-band.jpeg?w=1200&h=0&zc=1&s=0&a=t&q=89,2021-08-17T21:30:19Z,"Here's a roundup of recent tour news. Check the Tour Dates category for more.
PRESERVATION HALL JAZZ BAND
New Orleans' Preservation Hall Jazz Band will be on tour this summer and fall. They've got … [+3157 chars]"
91,"{'id': None, 'name': 'BGR'}",Chris Hachey,"5 Best Men’s Watches 2021: Citizen, Timex, more","Despite living in the digital age — where the time is readily available on every laptop, smartphone, and tablet in the world — the need for a solid watch, perhaps unsurprisingly, hasn’t been diminished. Sure, a watch is probably the last thing you’ll use to c…",https://bgr.com/guides/best-mens-watches/,https://bgr.com/wp-content/uploads/2019/07/mens-watch-e1629470483436.jpg?quality=70&strip=all,2021-08-20T14:35:56Z,"Despite living in the digital age — where the time is readily available on every laptop, smartphone, and tablet in the world — the need for a solid watch, perhaps unsurprisingly, hasn’t been diminish… [+5885 chars]"
92,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","In-Hand Look at the Air Jordan 4 ""Shimmer""","It's been a busy start to the week in terms of upcoming Air Jordan releases from Jordan Brand: yesterday we saw on-foot shots of the Air Jordan 1 ""Hand Crafted,"" and today we've been given an in-hand look at the women's Air Jordan 4 ""Shimmer."" An elegant tan …",https://hypebeast.com/2021/8/air-jordan-4-shimmer-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fair-jordan-4-shimmer-release-info-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-17T16:03:51Z,"It’s been a busy start to the week in terms of upcoming Air Jordan releases from Jordan Brand: yesterday we saw on-foot shots of the Air Jordan 1 “Hand Crafted,” and today we’ve been given an in-hand… [+1117 chars]"
93,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST",Roku Orders More Full-Length Episodes of 'Reno 911!',"Reno 911! fans will be delighted to learn that Roku has now ordered more episodes of the cult classic comedy.According to Variety, Roku Channel — which picked up the Emmy-nominated series after Quibi shut down last year — has ordered four additional episodes,…",https://hypebeast.com/2021/8/roku-reno-911-new-episodes-ordered-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Froku-reno-911-new-episodes-ordered-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-19T06:50:39Z,"Reno911! fans will be delighted to learn that Roku has now ordered more episodes of the cult classic comedy.
According to Variety, Roku Channel which picked up the Emmy-nominated series after Quibi … [+1074 chars]"
94,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST",Nintendo’s 'Pokémon;-Themed Switch Lite Is a Throwback to Its DS Lite Sibling,"In celebration of the launch of Pokémon Brilliant Diamond and Shining Pearl on the Switch, Nintendo is now dropping a new Switch Lite console emblazoned with the two legendary beasts Dialga and Palkia.For longtime fans of Nintendo and the Pokémon franchise, y…",https://hypebeast.com/2021/8/nintendo-switch-lite-pokemon-brilliant-diamond-shining-pearl-dialga-palkia-edition,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fnintendo-switch-lite-pokemon-brilliant-diamond-shining-pearl-dialga-palkia-edition-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-19T06:51:25Z,"In celebration of the launch of Pokémon Brilliant Diamond and Shining Pearl on the Switch, Nintendo is now dropping a new Switch Lite console emblazoned with the two legendary beasts Dialga and Palki… [+829 chars]"
95,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST",MIZUNO Taps Hajime Sorayama for a Dark Metallic WAVE PROPHECY,MIZUNO has revealed its latest collaborative sneakers with artist Hajime Sorayama based on the brand's flagship WAVE PROPHECY silhouette.The first edition of the WAVE PROPHECY SORAYAMA was revealed at the beginning of the year dressed in silver. This time aro…,https://hypebeast.com/2021/8/mizuno-wave-prophecy-hajime-sorayama-2nd-model-release-info,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fmizuno-wave-prophecy-hajime-sorayama-2nd-model-release-info-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-19T10:09:09Z,"MIZUNO has revealed its latest collaborative sneakers with artist Hajime Sorayama based on the brand’s flagship WAVE PROPHECY silhouette.
The first edition of the WAVE PROPHECY SORAYAMA was revealed… [+1081 chars]"
96,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","Jahan Loh Celebrates G-SHOCK's Steel ""CasiOak"" With Futuristic Animated Short","In celebration of one of G-SHOCK's most popular models in recent years, Singaporean contemporary artist Jahan Loh has once again teamed up with the Japanese watchmaker, this time creating an animated short of a futuristic Singapore featuring the now fan-favor…",https://hypebeast.com/2021/8/jahan-loh-g-shock-steel-casioak-gm-2100-animated-short,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fjahan-loh-g-shock-steel-casioak-gm-2100-animated-short-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-17T10:11:13Z,"In celebration of one of G-SHOCK‘s most popular models in recent years, Singaporean contemporary artist Jahan Loh has once again teamed up with the Japanese watchmaker, this time creating an animated… [+953 chars]"
97,"{'id': None, 'name': 'Deadspin'}",Donovan Dooley,Sha’Carri Richardson finally has an opportunity to shut up her haters,This weekend will mark the first time that we’ll see Sha’Carri Richardson on a track since her Olympic dreams were put on hold.Read more...,https://deadspin.com/sha-carri-richardson-finally-has-an-opportunity-to-shut-1847518836,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/6519df1ed3fc3dd50278e4b6dbb655e6.jpg",2021-08-19T17:54:00Z,"This weekend will mark the first time that well see ShaCarri Richardson on a track since her Olympic dreams were put on hold.
Richardson was the focal point of conversations about mental health, mar… [+1875 chars]"
98,"{'id': None, 'name': 'Rolling Stone'}",Claire Shaffer,Willow Smith Announces 2021 Life Tour,Singer will also be supporting Billie Eilish on her 2022 tour,https://www.rollingstone.com/music/music-news/willow-smith-2021-life-tour-1214208/,https://www.rollingstone.com/wp-content/uploads/2021/08/willow-smith-2.jpeg,2021-08-19T14:34:41Z,"Willow Smith has announced dates for her headlining fall 2021 tour, dubbed the Life Tour (stylized as lifE).
The 19-date trek kicks off September 14th at the Observatory in Santa Ana, California, an… [+2399 chars]"
99,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","adidas Adds Iridescent Three Stripes to the 4DFWD ""Core Black""","adidas has a knack for debuting a silhouette and, before you know it, releasing numerous colorways to infiltrate the market, but while this often ends up with shoes on the sale rack we don't think the same can be said for the Three Stripes' latest 4DFWD offer…",https://hypebeast.com/2021/8/adidas-4dfwd-core-black-cloud-white-carbon-q46447-q46448-release-information,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F08%2Fadidas-4dfwd-core-black-cloud-white-carbon-Q46447-Q46448-release-information-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-08-18T14:09:34Z,"adidas
 has a knack for debuting a silhouette and, before you know it, releasing numerous colorways to infiltrate the market, but while this often ends up with shoes on the sale rack we don’t think … [+1469 chars]"
